sample_name,ECG_HR,seg_drscc,mmw_HR_drscc,raw_CEP_HR,AMP_CEP_HR,BP_CEP_HR,Median_CEP_HR,Wavelet_CEP_HR,AMP->BP_CEP_HR,AMP->Median_CEP_HR,AMP->Wavelet_CEP_HR,BP->AMP_CEP_HR,BP->Median_CEP_HR,BP->Wavelet_CEP_HR,Median->AMP_CEP_HR,Median->BP_CEP_HR,Median->Wavelet_CEP_HR,Wavelet->AMP_CEP_HR,Wavelet->BP_CEP_HR,Wavelet->Median_CEP_HR,best_filter
sample_47,95.0,"[12.11, 42.11]",81.4453125000003,50.00000000000018,60.00000000000021,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_48,98.0,"[10.46, 40.46]",96.09375000000034,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,125.00000000000045,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_49,106.0,"[2.87, 32.87]",55.07812500000019,50.00000000000018,60.00000000000021,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,150.00000000000054,100.00000000000036,42.85714285714301,100.00000000000036,150.00000000000054,150.00000000000054,150.00000000000054,Median
sample_50,91.0,"[0.52, 30.52]",61.37695312500021,60.00000000000021,60.00000000000021,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,100.00000000000036,60.00000000000021,100.00000000000036,150.00000000000054,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
sample_51,86.0,"[11.03, 41.03]",104.44335937500036,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,60.00000000000021,100.00000000000036,100.00000000000036,50.00000000000018,150.00000000000054,Median
sample_52,103.0,"[1.04, 31.04]",54.96777343743314,60.19999999992678,60.19999999992678,50.16666666660565,100.3333333332113,150.49999999981696,50.16666666660565,100.3333333332113,100.3333333332113,55.18333333326622,100.3333333332113,150.49999999981696,100.3333333332113,50.16666666660565,100.3333333332113,125.41666666651413,50.16666666660565,150.49999999981696,Median
sample_53,103.0,"[5.77, 35.77]",67.08984375000024,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,55.0000000000002,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,100.00000000000036,150.00000000000054,150.00000000000054,Median
sample_54,92.0,"[2.78, 32.78]",77.49023437500028,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,125.00000000000045,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,150.00000000000054,150.00000000000054,Median
sample_55,90.0,"[11.51, 41.51]",113.0859375000004,50.00000000000018,50.00000000000018,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,100.00000000000036,42.85714285714301,100.00000000000036,150.00000000000054,50.00000000000018,100.00000000000036,Median
sample_56,85.0,"[5.92, 35.92]",65.33203125000023,60.00000000000021,60.00000000000021,60.00000000000021,100.00000000000036,150.00000000000054,60.00000000000021,100.00000000000036,125.00000000000045,60.00000000000021,100.00000000000036,100.00000000000036,100.00000000000036,50.00000000000018,100.00000000000036,150.00000000000054,50.00000000000018,150.00000000000054,Median
